Region,LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost
SantaRosa,664000,686241,FALSE,38.47143374,-122.7320261,-1,-1,-1,2,1164,-1,1,0.990344425,1960,Post1940,RES1,1,TRUE,1275,Custom,220476.1875
SantaRosa,450323,1187978,TRUE,38.42022905,-122.5848235,591,857,94,1,266,497,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,348025,510385,TRUE,38.48252401,-122.6806765,769,1092,41,9,323,728,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,459330,442925,TRUE,38.483145,-122.680435,-1,-1,877,5,568,-1,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,44810,32011,FALSE,38.47280392,-122.748495,-1,-1,275,836,323,-1,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,255580,383370,FALSE,38.47695545,-122.7523575,356,581,62,923,225,294,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,351000,526000,TRUE,38.47695569,-122.7525919,696,1049,76,907,353,620,1,0.990344425,1950,Post1940,RES1,1,TRUE,1275,Average,159196.5
SantaRosa,136472,382146,FALSE,38.47695688,-122.7528192,587,828,102,890,241,485,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,206113,401869,FALSE,38.47695809,-122.7530465,257,841,31,871,584,226,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,163031,321556,TRUE,38.47695927,-122.7532738,406,888,96,850,482,310,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,48691,128050,FALSE,38.47696077,-122.753502,195,420,30,832,225,165,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,357510,536010,FALSE,38.47693853,-122.7541623,420,959,100,776,539,320,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,237029,510130,TRUE,38.4769772,-122.7539218,441,716,35,803,275,406,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,108616,282278,FALSE,38.47696156,-122.7537126,322,500,101,819,178,221,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,43804,156185,FALSE,38.47066691,-122.74835,258,359,32,569,101,226,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,257641,462724,FALSE,38.47066718,-122.7485649,433,611,125,569,178,308,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,210235,137064,FALSE,38.47066867,-122.7489896,1024,1409,85,569,385,939,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,68425,149733,TRUE,38.47065831,-122.7494365,378,528,60,565,150,318,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,332000,498000,FALSE,38.47078953,-122.7496386,400,647,130,591,247,270,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,110789,188748,TRUE,38.47096328,-122.7497618,424,559,109,605,135,315,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,106519,324701,FALSE,38.4710976,-122.7498849,314,435,35,632,121,279,1,0.990344425,1940,Post1940,RES1,2,TRUE,1275,Average,163215.9375
SantaRosa,287640,431460,FALSE,38.47123362,-122.7500032,314,435,35,647,121,279,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,153124,275601,TRUE,38.47136963,-122.7501215,781,1056,88,669,275,693,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,67550,212335,TRUE,38.47200957,-122.7499575,329,714,44,749,385,285,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,204000,423300,FALSE,38.47190564,-122.749684,393,778,92,725,385,301,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,109731,164293,TRUE,38.47208284,-122.7495037,403,734,89,751,331,314,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,153193,263841,FALSE,38.47231924,-122.7494145,443,759,182,775,316,261,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,168187,129851,FALSE,38.4723017,-122.7496576,223,862,35,773,639,188,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,247335,373065,TRUE,38.47225927,-122.7498732,553,822,147,771,269,406,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,167495,243504,FALSE,38.47195878,-122.7505277,353,633,63,734,280,290,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,72400,104579,FALSE,38.47232079,-122.7489822,-1,-1,165,775,401,-1,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,194467,122048,TRUE,38.47210854,-122.7489786,236,890,48,753,654,188,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,72400,129521,TRUE,38.47166528,-122.7490694,723,962,35,712,239,688,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,210235,448296,TRUE,38.47160529,-122.7493307,436,702,105,707,266,331,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,73579,207886,TRUE,38.4715114,-122.7495856,485,652,487,702,167,-1,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,156188,291087,TRUE,38.4713334,-122.749375,385,602,118,659,217,267,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,68380,94925,TRUE,38.47132721,-122.7486143,-1,-1,71,655,189,-1,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,72722,223950,FALSE,38.47111063,-122.7486232,218,414,37,636,196,181,1,0.990344425,1940,Post1940,RES1,2,TRUE,1275,Average,163215.9375
SantaRosa,76554,44022,FALSE,38.47111899,-122.7480421,1070,1309,77,637,239,993,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,118870,166427,TRUE,38.47132994,-122.7480379,480,616,7,657,136,473,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,145611,396668,FALSE,38.47206247,-122.750708,506,759,41,745,253,465,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,185918,309363,FALSE,38.47221986,-122.7508002,323,500,71,764,177,252,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,141988,301737,TRUE,38.47234397,-122.7509368,537,755,71,772,218,466,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,144680,131714,TRUE,38.47247144,-122.7510802,284,479,60,785,195,224,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,206113,474061,FALSE,38.47260823,-122.7512047,351,617,50,797,266,301,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,128313,306120,TRUE,38.47274635,-122.7513253,557,881,82,813,324,475,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,282399,350803,TRUE,38.472889,-122.7514498,578,941,256,828,363,322,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,130017,147269,TRUE,38.47303166,-122.7515743,350,584,131,832,234,219,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,108653,156944,TRUE,38.47316979,-122.7516949,348,713,35,837,365,313,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,161717,384685,FALSE,38.47330791,-122.7518154,402,682,45,845,280,357,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,68063,108452,FALSE,38.47359322,-122.7520644,275,708,141,861,433,134,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,144463,237978,TRUE,38.47389484,-122.7522778,299,435,61,875,136,238,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,196854,295284,FALSE,38.47410422,-122.752348,448,716,54,884,268,394,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,241245,365850,FALSE,38.47430039,-122.7519093,528,913,38,927,385,490,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,97250,246320,TRUE,38.47430115,-122.7516545,254,395,29,942,141,225,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,112839,152782,TRUE,38.47430271,-122.7514362,364,602,44,965,238,320,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,121635,249390,FALSE,38.47430427,-122.7512179,474,771,56,968,297,418,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,102614,247490,FALSE,38.47430585,-122.7509996,444,881,68,978,437,376,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,123964,155879,FALSE,38.4743074,-122.7507813,-1,-1,47,985,283,-1,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,206113,401920,FALSE,38.47430882,-122.7505587,-1,-1,108,991,192,-1,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,105317,152452,TRUE,38.47430873,-122.7503319,941,1158,485,996,217,456,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,110789,158064,TRUE,38.47430671,-122.7501051,395,503,150,999,108,245,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,163647,334540,TRUE,38.47430449,-122.7498779,228,416,24,999,188,204,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,69421,264531,FALSE,38.47434136,-122.7495943,1143,1339,74,1002,196,1069,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,121347,199368,TRUE,38.4741523,-122.7495903,527,850,113,980,323,414,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,68897,183748,FALSE,38.47396252,-122.7495892,432,649,163,965,217,269,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,118704,202506,TRUE,38.47400946,-122.7500767,366,479,64,967,113,302,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,102614,170119,TRUE,38.47400709,-122.7502862,331,631,57,966,300,274,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,204000,341700,FALSE,38.47400235,-122.7507054,844,1232,238,956,388,606,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,66224,143500,TRUE,38.47399999,-122.7509149,406,619,62,951,213,344,1,0.990344425,1940,Post1940,RES1,3,TRUE,1275,Average,168430.6875
SantaRosa,204000,499800,TRUE,38.47400779,-122.751155,365,716,98,941,351,267,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,249896,397560,TRUE,38.47399447,-122.7514258,574,1051,72,935,477,502,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,97250,232525,TRUE,38.47404754,-122.7518101,210,388,53,906,178,157,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,312227,468283,FALSE,38.47385955,-122.7516371,387,743,134,908,356,253,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,108616,314288,FALSE,38.4735338,-122.7513779,485,652,59,893,167,426,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,136286,229933,FALSE,38.47360601,-122.7511432,292,474,42,907,182,250,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,133478,223276,TRUE,38.47357095,-122.7509075,291,474,30,911,183,261,1,0.990344425,1950,Post1940,RES1,1,TRUE,1275,Custom,220476.1875
SantaRosa,206113,416801,FALSE,38.4735858,-122.75069,324,637,31,917,313,293,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,178699,360698,TRUE,38.47358787,-122.750463,308,847,132,924,539,176,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,234257,351386,TRUE,38.47358992,-122.7502359,392,654,395,926,262,-1,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,216408,324615,FALSE,38.47359405,-122.7497819,483,622,31,927,139,452,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,95699,176092,TRUE,38.47359542,-122.7495381,428,729,56,927,301,372,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,185659,235169,FALSE,38.47331692,-122.7500572,351,555,97,895,204,254,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,175538,298987,TRUE,38.47331487,-122.7502843,407,626,61,895,219,346,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,68327,195225,TRUE,38.47331264,-122.7505288,457,787,93,892,330,364,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,164027,246047,TRUE,38.47330673,-122.7507727,419,652,49,886,233,370,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,160766,542609,FALSE,38.47321069,-122.751035,492,659,64,868,167,428,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,108653,276462,TRUE,38.47293562,-122.7505064,401,626,57,852,225,344,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,73579,212908,TRUE,38.47291727,-122.7502597,490,722,86,852,232,404,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,74412,111326,TRUE,38.47291833,-122.7500327,840,1136,178,852,296,662,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,242182,530741,TRUE,38.4729194,-122.7498056,355,638,322,852,283,33,1,0.990344425,1960,Post1940,RES1,1,TRUE,1275,Custom,220476.1875
SantaRosa,57411,58678,TRUE,38.47265503,-122.7498906,939,1338,217,821,399,722,1,0.990344425,1960,Post1940,RES1,3,FALSE,1700,Average,217498
SantaRosa,206113,515283,FALSE,38.47262785,-122.7501402,398,617,54,812,219,344,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,121342,266960,TRUE,38.47262438,-122.7503713,363,520,39,812,157,324,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,110789,211709,FALSE,38.47270559,-122.7506196,363,520,19,822,157,344,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,123102,262868,FALSE,38.47270957,-122.7490365,338,618,92,827,280,246,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,214439,368413,FALSE,38.47304562,-122.7490428,410,661,74,868,251,336,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,180069,298897,FALSE,38.47321038,-122.7490452,336,569,25,883,233,311,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,231258,478286,TRUE,38.473382,-122.7490477,393,596,23,904,203,370,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,73579,229177,FALSE,38.47375956,-122.7490533,364,588,52,949,224,312,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,69421,93677,TRUE,38.47395864,-122.7490562,798,1049,71,964,251,727,1,0.990344425,1950,Post1940,RES1,1,TRUE,1275,Custom,220476.1875
SantaRosa,133478,206289,TRUE,38.47413712,-122.7490588,487,803,156,980,316,331,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,71301,267995,FALSE,38.47433571,-122.7490612,1143,1339,80,1002,196,1063,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,124965,158129,TRUE,38.47151919,-122.7486272,390,696,15,702,306,375,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,65067,104315,FALSE,38.47167226,-122.7486337,350,689,18,712,339,332,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,106519,205947,FALSE,38.47181514,-122.7486449,348,654,15,716,306,333,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,103403,161019,FALSE,38.47196936,-122.7486487,335,643,63,745,308,272,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,146707,407073,FALSE,38.47212308,-122.7486496,406,701,40,754,295,366,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,96577,230588,TRUE,38.47227789,-122.7486506,287,490,34,773,203,253,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,192996,84505,FALSE,38.47224403,-122.7481199,-1,-1,280,770,338,-1,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,111945,116422,TRUE,38.47224726,-122.7475194,661,751,302,760,90,359,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,239052,350392,TRUE,38.47224634,-122.7472924,438,902,106,752,464,332,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,65067,104312,TRUE,38.47224646,-122.7470829,231,435,33,748,204,198,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,121342,194152,TRUE,38.47151564,-122.7474733,342,800,56,691,458,286,1,0.990344425,1960,Post1940,RES1,1,TRUE,1275,Average,159196.5
SantaRosa,110946,117286,FALSE,38.47166612,-122.747471,338,618,55,700,280,283,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,108616,244488,TRUE,38.4718091,-122.7474907,456,862,44,705,406,412,1,0.990344425,1940,Post1940,RES1,1,TRUE,1275,Average,159196.5
SantaRosa,147369,306803,FALSE,38.47195153,-122.7474745,208,392,32,719,184,176,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,173443,127500,FALSE,38.47196075,-122.7481303,341,965,49,739,624,292,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,121342,98290,TRUE,38.47180902,-122.7481061,-1,-1,62,715,490,-1,1,0.990344425,1950,Post1940,RES1,1,TRUE,1275,Custom,220476.1875
SantaRosa,121630,243270,TRUE,38.47166667,-122.7480989,314,587,31,712,273,283,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,173343,310548,TRUE,38.4715116,-122.7481091,290,563,31,702,273,259,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,150000,46739,TRUE,38.47707418,-122.7518689,755,1038,75,955,283,680,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,113161,242018,FALSE,38.47683182,-122.7518682,410,661,24,955,251,386,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,121342,224490,TRUE,38.47670825,-122.7518676,463,848,57,955,385,406,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,189637,284456,FALSE,38.47658469,-122.7518671,227,387,21,955,160,206,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,222601,333903,FALSE,38.47646112,-122.7518666,561,729,50,955,168,511,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,204000,434010,FALSE,38.47633756,-122.751866,377,1167,87,955,790,290,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,217087,325906,FALSE,38.47621587,-122.7518705,334,715,45,955,381,289,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,72139,186788,TRUE,38.47602673,-122.7519355,199,380,22,953,181,177,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,206113,376156,FALSE,38.4760327,-122.7517326,490,667,42,964,177,448,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,157676,422531,FALSE,38.47603785,-122.7515732,195,800,28,977,605,167,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,58865,119579,FALSE,38.47603938,-122.7513888,253,400,24,994,147,229,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,148523,204226,FALSE,38.47623719,-122.751478,412,672,114,987,260,298,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,58865,153181,TRUE,38.47648431,-122.751479,349,827,21,987,478,328,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,102614,261974,TRUE,38.47660672,-122.7514839,288,601,22,987,313,266,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,58865,126940,FALSE,38.47675194,-122.7515337,378,612,81,980,234,297,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,181201,271806,FALSE,38.47695567,-122.7515309,553,892,229,980,339,324,1,0.990344425,1940,Post1940,RES1,1,TRUE,1275,Average,159196.5
SantaRosa,191866,380554,FALSE,38.47702971,-122.7513356,574,920,96,996,346,478,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,127463,186953,TRUE,38.47703093,-122.7510747,243,454,21,1002,211,222,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,58947,173356,FALSE,38.47660842,-122.7508954,483,846,60,1012,363,423,1,0.990344425,1960,Post1940,RES1,1,TRUE,1275,Average,159196.5
SantaRosa,92208,121414,FALSE,38.47648586,-122.7508992,484,736,115,1012,252,369,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,206113,417378,FALSE,38.47603988,-122.75081,489,933,189,1016,444,300,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,174006,348025,TRUE,38.47604193,-122.7504195,358,623,142,1029,265,216,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,203021,304535,FALSE,38.47623979,-122.750493,239,429,96,1029,190,143,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,60039,142522,FALSE,38.47661048,-122.7504945,204,374,46,1029,170,158,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,109466,38922,FALSE,38.47673985,-122.7505144,322,575,63,1027,253,259,1,0.990344425,1940,Post1940,RES1,3,TRUE,1275,Average,168430.6875
SantaRosa,136472,313906,TRUE,38.47690637,-122.7505393,391,694,54,1027,303,337,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,132281,239438,TRUE,38.47702995,-122.750444,418,644,120,1029,226,298,1,0.990344425,1960,Post1940,RES1,3,FALSE,1700,Average,217498
SantaRosa,79555,175920,FALSE,38.47703041,-122.750213,556,877,169,1035,321,387,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,103387,282229,TRUE,38.47700667,-122.7500357,607,903,76,1038,296,531,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,60039,116999,TRUE,38.47700634,-122.7498772,287,531,24,1039,244,263,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,124965,166626,FALSE,38.47700694,-122.74972,274,518,9,1039,244,265,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,122522,142129,TRUE,38.47700755,-122.7495628,275,519,9,1039,244,266,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,160766,328241,FALSE,38.47700884,-122.7492467,432,694,95,1039,262,337,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,157676,437991,FALSE,38.4770123,-122.7490866,333,776,190,1039,443,143,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,206113,385946,FALSE,38.47702479,-122.7488778,353,734,20,1039,381,333,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,165429,340416,FALSE,38.47666102,-122.7473818,153,335,21,1024,182,132,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,206113,416245,FALSE,38.47666097,-122.7475854,208,861,20,1033,653,188,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,119848,261796,TRUE,38.47665992,-122.7477607,428,736,51,1036,308,377,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Average,208675
SantaRosa,168441,305447,FALSE,38.47666219,-122.7481409,375,699,68,1039,324,307,1,0.990344425,1950,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,174978,344327,FALSE,38.47666712,-122.7483111,503,583,90,1039,80,413,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,96577,208708,TRUE,38.47667143,-122.7484719,204,366,54,1039,162,150,1,0.990344425,1940,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,131353,247911,TRUE,38.47666973,-122.74863,223,405,51,1039,182,172,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,121342,60064,FALSE,38.47666108,-122.7487943,-1,-1,132,1039,269,-1,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,99897,186497,FALSE,38.47662313,-122.7489593,510,874,43,1039,364,467,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,101377,214350,FALSE,38.47661492,-122.749116,320,484,60,1039,164,260,1,0.990344425,1960,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,187635,197868,FALSE,38.4766127,-122.7492735,522,861,189,1039,339,333,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Custom,271167
SantaRosa,152420,197868,FALSE,38.47661229,-122.7494307,480,861,147,1039,381,333,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,60039,97573,FALSE,38.47661187,-122.7495879,188,335,24,1039,147,164,1,0.990344425,1940,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,175345,409153,TRUE,38.47666005,-122.7499885,291,602,24,1038,311,267,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,58865,243879,FALSE,38.4763831,-122.7499799,414,665,74,1038,251,340,1,0.990344425,1960,Post1940,RES1,2,FALSE,1700,Custom,278715
SantaRosa,78003,161222,FALSE,38.47625953,-122.7499793,233,400,23,1038,167,210,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
SantaRosa,58865,112222,TRUE,38.47613596,-122.7499788,349,511,47,1038,162,302,1,0.990344425,1950,Post1940,RES1,1,FALSE,1700,Average,198322
